timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
1/5/2011 20:00,6,0.2,0.2576,0.64,0,1,0,0,1
1/5/2011 21:00,6,0.16,0.197,0.74,0.0896,1,0,0,1
1/5/2011 22:00,2,0.16,0.197,0.74,0.0896,1,0,0,1
1/5/2011 23:00,2,0.24,0.2273,0.48,0.2239,1,0,0,1
1/5/2011 0:00,3,0.22,0.2273,0.47,0.1642,1,0,0,1
1/5/2011 1:00,33,0.2,0.197,0.47,0.2239,1,0,0,1
1/5/2011 2:00,88,0.18,0.1818,0.43,0.194,1,0,0,1
1/5/2011 3:00,195,0.2,0.1818,0.4,0.2985,1,0,0,1
1/5/2011 4:00,115,0.22,0.197,0.37,0.3284,1,0,0,1
1/5/2011 5:00,57,0.22,0.197,0.37,0.3284,1,0,0,1
1/5/2011 6:00,46,0.26,0.2273,0.33,0.3284,1,0,0,1
1/5/2011 7:00,79,0.26,0.2273,0.33,0.3284,1,0,0,1
1/5/2011 8:00,71,0.28,0.2576,0.3,0.2985,1,0,0,1
1/5/2011 9:00,62,0.3,0.2879,0.28,0.194,1,0,0,1
1/5/2011 10:00,62,0.3,0.2879,0.28,0.194,1,0,0,1
1/5/2011 11:00,89,0.3,0.3182,0.28,0.0896,1,0,0,1
1/5/2011 12:00,190,0.24,0.2273,0.38,0.194,1,0,0,1
1/5/2011 13:00,169,0.24,0.2424,0.38,0.1343,1,0,0,1
1/5/2011 14:00,132,0.24,0.2576,0.38,0.1045,1,0,0,1
1/5/2011 15:00,89,0.22,0.2273,0.47,0.1642,1,0,0,1
1/5/2011 16:00,43,0.2,0.197,0.51,0.194,1,0,0,1
1/5/2011 17:00,42,0.18,0.197,0.55,0.1343,1,0,0,1
1/5/2011 18:00,19,0.2,0.2576,0.47,0,1,0,0,1
1/6/2011 19:00,11,0.18,0.2424,0.55,0,1,0,0,1
1/6/2011 20:00,4,0.16,0.2273,0.64,0,1,0,0,1
1/6/2011 21:00,2,0.16,0.2273,0.64,0,1,0,0,1
1/6/2011 22:00,1,0.16,0.197,0.64,0.0896,2,0,0,1
1/6/2011 23:00,4,0.14,0.1818,0.69,0.0896,2,0,0,1
1/6/2011 0:00,36,0.14,0.1667,0.63,0.1045,2,0,0,1
1/6/2011 1:00,95,0.16,0.2273,0.59,0,2,0,0,1
1/6/2011 2:00,219,0.16,0.2273,0.59,0,1,0,0,1
1/6/2011 3:00,122,0.18,0.2424,0.51,0,2,0,0,1
1/6/2011 4:00,45,0.2,0.2576,0.47,0,1,0,0,1
1/6/2011 5:00,59,0.22,0.2576,0.44,0.0896,1,0,0,1
1/6/2011 6:00,84,0.26,0.2879,0.35,0,1,0,0,1
1/6/2011 7:00,67,0.26,0.2727,0.35,0.1045,1,0,0,1
1/6/2011 8:00,70,0.28,0.2727,0.36,0.1642,1,0,0,1
1/6/2011 9:00,62,0.28,0.2727,0.36,0,1,0,0,1
1/6/2011 10:00,86,0.26,0.2576,0.38,0.1642,1,0,0,1
1/6/2011 11:00,172,0.22,0.2273,0.51,0.1642,1,0,0,1
1/6/2011 12:00,163,0.22,0.2273,0.51,0.1343,1,0,0,1
1/6/2011 13:00,112,0.22,0.2576,0.55,0.0896,1,0,0,1
1/6/2011 14:00,69,0.2,0.2121,0.51,0.1642,1,0,0,1
1/6/2011 15:00,48,0.22,0.2121,0.55,0.2239,2,0,0,1
1/6/2011 16:00,52,0.22,0.2121,0.51,0.2836,2,0,0,1
1/6/2011 17:00,23,0.2,0.197,0.59,0.194,2,0,0,1
1/7/2011 18:00,17,0.2,0.197,0.64,0.194,2,0,0,1
1/7/2011 19:00,7,0.2,0.197,0.69,0.2239,2,0,0,1
1/7/2011 20:00,1,0.2,0.197,0.69,0.2239,2,0,0,1
1/7/2011 21:00,1,0.2,0.2121,0.69,0.1343,2,0,0,1
1/7/2011 22:00,5,0.22,0.2727,0.55,0,3,0,0,1
1/7/2011 23:00,34,0.2,0.2576,0.69,0,2,0,0,1
1/7/2011 0:00,84,0.2,0.2121,0.69,0.1343,1,0,0,1
1/7/2011 1:00,210,0.2,0.197,0.51,0.2537,1,0,0,1
1/7/2011 2:00,134,0.2,0.1818,0.47,0.2985,1,0,0,1
1/7/2011 3:00,63,0.22,0.197,0.37,0.3284,1,0,0,1
1/7/2011 4:00,67,0.2,0.197,0.4,0.2239,2,0,0,1
1/7/2011 5:00,59,0.2,0.197,0.37,0.2537,2,0,0,1
1/7/2011 6:00,73,0.2,0.1818,0.37,0.2836,2,0,0,1
1/7/2011 7:00,50,0.2,0.197,0.4,0.2537,2,0,0,1
1/7/2011 8:00,72,0.2,0.2121,0.37,0.1642,2,0,0,1
1/7/2011 9:00,87,0.2,0.2121,0.37,0.1642,2,0,0,1
1/7/2011 10:00,187,0.2,0.2576,0.37,0,2,0,0,1
1/7/2011 11:00,123,0.2,0.2273,0.4,0.0896,1,0,0,1
1/7/2011 12:00,95,0.16,0.197,0.55,0.0896,1,0,0,1
1/7/2011 13:00,51,0.18,0.2121,0.47,0.1045,1,0,0,1
1/7/2011 14:00,39,0.18,0.197,0.47,0.1343,1,0,0,1
1/7/2011 15:00,36,0.18,0.197,0.43,0.1642,2,0,0,1
1/7/2011 16:00,15,0.18,0.197,0.51,0.1642,2,0,0,1
1/8/2011 17:00,25,0.18,0.197,0.51,0.1642,2,0,1,1
1/8/2011 18:00,16,0.18,0.2121,0.55,0.0896,2,0,1,1
1/8/2011 19:00,16,0.18,0.2424,0.55,0,2,0,1,1
1/8/2011 20:00,7,0.18,0.197,0.55,0.1642,3,0,1,1
1/8/2011 21:00,1,0.18,0.197,0.55,0.1642,3,0,1,1
1/8/2011 22:00,5,0.16,0.1667,0.74,0.1642,2,0,1,1
1/8/2011 23:00,2,0.16,0.1667,0.74,0.1642,2,0,1,1
1/8/2011 0:00,9,0.16,0.1818,0.74,0.1045,2,0,1,1
1/8/2011 1:00,15,0.16,0.1818,0.93,0.1045,3,0,1,1
1/8/2011 2:00,20,0.16,0.1818,0.93,0.1045,3,0,1,1
1/8/2011 3:00,61,0.18,0.197,0.8,0.1642,2,0,1,1
1/8/2011 4:00,62,0.2,0.1818,0.69,0.3881,2,0,1,1
1/8/2011 5:00,98,0.2,0.1818,0.59,0.3582,2,0,1,1
1/8/2011 6:00,102,0.2,0.1818,0.44,0.3284,1,0,1,1
1/8/2011 7:00,95,0.2,0.1667,0.32,0.4925,1,0,1,1
1/8/2011 8:00,74,0.2,0.1667,0.32,0.4478,1,0,1,1
1/8/2011 9:00,76,0.18,0.1364,0.29,0.4478,1,0,1,1
1/8/2011 10:00,69,0.16,0.1212,0.37,0.5522,1,0,1,1
1/8/2011 11:00,55,0.14,0.1212,0.39,0.2985,1,0,1,1
1/8/2011 12:00,30,0.14,0.1212,0.36,0.2537,1,0,1,1
1/8/2011 13:00,28,0.12,0.1212,0.36,0.2537,1,0,1,1
1/8/2011 14:00,37,0.12,0.1061,0.39,0.3582,1,0,1,1
1/8/2011 15:00,34,0.12,0.1061,0.36,0.3881,1,0,1,1
1/8/2011 16:00,22,0.1,0.0606,0.39,0.4478,1,0,1,1
1/9/2011 17:00,25,0.1,0.0758,0.42,0.3881,1,0,1,1
1/9/2011 18:00,12,0.1,0.0606,0.42,0.4627,1,0,1,1
1/9/2011 19:00,11,0.1,0.0606,0.46,0.4627,1,0,1,1
1/9/2011 20:00,4,0.1,0.0758,0.46,0.4179,1,0,1,1
1/9/2011 21:00,1,0.08,0.0909,0.53,0.194,1,0,1,1
1/9/2011 22:00,1,0.08,0.0909,0.53,0.194,1,0,1,1
1/9/2011 23:00,1,0.1,0.0909,0.49,0.2836,1,0,1,1
1/9/2011 0:00,6,0.08,0.0909,0.53,0.194,1,0,1,1
1/9/2011 1:00,10,0.1,0.0909,0.49,0.2836,1,0,1,1
1/9/2011 2:00,19,0.12,0.0758,0.46,0.5224,1,0,1,1
1/9/2011 3:00,49,0.14,0.1061,0.43,0.3881,1,0,1,1
1/9/2011 4:00,49,0.16,0.1212,0.4,0.5224,1,0,1,1
1/9/2011 5:00,83,0.18,0.1364,0.37,0.4478,1,0,1,1
1/9/2011 6:00,75,0.2,0.1667,0.34,0.4478,1,0,1,1
1/9/2011 7:00,72,0.22,0.1818,0.32,0.4627,1,0,1,1
1/9/2011 8:00,82,0.22,0.197,0.35,0.3582,1,0,1,1
1/9/2011 9:00,92,0.2,0.1667,0.34,0.4478,1,0,1,1
1/9/2011 10:00,62,0.18,0.1515,0.37,0.3881,1,0,1,1
1/9/2011 11:00,48,0.16,0.1364,0.4,0.3284,1,0,1,1
1/9/2011 12:00,41,0.16,0.1364,0.43,0.3284,1,0,1,1
1/9/2011 13:00,38,0.14,0.1212,0.46,0.2537,1,0,1,1
1/9/2011 14:00,20,0.14,0.1061,0.46,0.4179,1,0,1,1
1/9/2011 15:00,15,0.14,0.1212,0.46,0.2985,1,0,1,1
1/9/2011 16:00,6,0.12,0.1364,0.5,0.194,1,0,1,1
1/10/2011 17:00,5,0.12,0.1212,0.5,0.2836,1,0,0,1
1/10/2011 18:00,1,0.12,0.1212,0.5,0.2836,1,0,0,1
1/10/2011 19:00,3,0.12,0.1212,0.5,0.2239,1,0,0,1
1/10/2011 20:00,1,0.12,0.1212,0.5,0.2239,1,0,0,1
1/10/2011 21:00,3,0.1,0.1212,0.54,0.1343,1,0,0,1
1/10/2011 22:00,3,0.1,0.1061,0.54,0.2537,1,0,0,1
1/10/2011 23:00,31,0.12,0.1212,0.5,0.2836,1,0,0,1
1/10/2011 0:00,77,0.12,0.1212,0.5,0.2239,1,0,0,1
1/10/2011 1:00,188,0.12,0.1212,0.5,0.2836,2,0,0,1
1/10/2011 2:00,94,0.14,0.1212,0.5,0.2537,2,0,0,1
1/10/2011 3:00,31,0.14,0.1212,0.5,0.2985,2,0,0,1
1/10/2011 4:00,30,0.16,0.1364,0.47,0.2836,2,0,0,1
1/10/2011 5:00,52,0.2,0.1818,0.4,0.2836,2,0,0,1
1/10/2011 6:00,54,0.2,0.1818,0.4,0.2836,2,0,0,1
1/10/2011 7:00,47,0.2,0.197,0.4,0.2239,2,0,0,1
1/10/2011 8:00,45,0.2,0.197,0.4,0.2239,2,0,0,1
1/10/2011 9:00,74,0.2,0.2121,0.4,0.1343,1,0,0,1
1/10/2011 10:00,178,0.2,0.2273,0.4,0.1045,1,0,0,1
1/10/2011 11:00,155,0.2,0.197,0.4,0.2239,1,0,0,1
1/10/2011 12:00,95,0.16,0.1667,0.47,0.1642,1,0,0,1
1/10/2011 13:00,74,0.16,0.1667,0.5,0.1642,1,0,0,1
1/10/2011 14:00,38,0.14,0.1364,0.59,0.194,1,0,0,1
1/10/2011 15:00,24,0.14,0.1515,0.59,0.1642,1,0,0,1
1/10/2011 16:00,18,0.14,0.1515,0.59,0.1642,1,0,0,1
1/11/2011 17:00,12,0.14,0.1667,0.59,0.1045,1,0,0,1
1/11/2011 18:00,3,0.14,0.1515,0.59,0.1642,1,0,0,1
1/11/2011 19:00,3,0.16,0.1515,0.55,0.194,2,0,0,1
1/11/2011 20:00,6,0.16,0.1818,0.55,0.1343,2,0,0,1
1/11/2011 21:00,27,0.16,0.1818,0.55,0.1343,2,0,0,1
1/11/2011 22:00,99,0.16,0.2273,0.55,0,2,0,0,1
1/11/2011 23:00,217,0.18,0.2121,0.51,0.0896,2,0,0,1
1/11/2011 0:00,130,0.18,0.197,0.51,0.1642,2,0,0,1
1/11/2011 1:00,54,0.2,0.2121,0.51,0.1642,2,0,0,1
1/11/2011 2:00,35,0.2,0.2121,0.47,0.1343,2,0,0,1
1/11/2011 3:00,57,0.2,0.2273,0.51,0.1045,2,0,0,1
1/11/2011 4:00,52,0.2,0.2273,0.59,0.0896,2,0,0,1
1/11/2011 5:00,63,0.2,0.2273,0.59,0.0896,2,0,0,1
1/11/2011 6:00,47,0.16,0.197,0.8,0.0896,2,0,0,1
1/11/2011 7:00,76,0.16,0.1515,0.86,0.2239,2,0,0,1
1/11/2011 8:00,136,0.16,0.1515,0.86,0.2239,2,0,0,1
1/11/2011 9:00,95,0.16,0.1818,0.93,0.1045,3,0,0,1
1/11/2011 10:00,51,0.16,0.2273,0.93,0,3,0,0,1
1/11/2011 11:00,32,0.16,0.1515,0.93,0.194,3,0,0,1
1/11/2011 12:00,20,0.16,0.197,0.86,0.0896,3,0,0,1
1/11/2011 13:00,29,0.16,0.1818,0.93,0.1045,3,0,0,1
1/11/2011 14:00,19,0.16,0.197,0.93,0.0896,3,0,0,1
1/12/2011 15:00,7,0.16,0.197,0.86,0.0896,2,0,0,1
1/12/2011 16:00,6,0.16,0.1818,0.86,0.1045,2,0,0,1
1/12/2011 17:00,1,0.14,0.1515,0.86,0.1343,1,0,0,1
1/12/2011 18:00,5,0.14,0.1515,0.86,0.1642,1,0,0,1
1/12/2011 19:00,16,0.12,0.1515,0.93,0.1343,1,0,0,1
1/12/2011 20:00,54,0.14,0.1515,0.69,0.1343,1,0,0,1
1/12/2011 21:00,128,0.16,0.1667,0.59,0.1642,1,0,0,1
1/12/2011 22:00,81,0.16,0.1364,0.59,0.3284,1,0,0,1
1/12/2011 23:00,39,0.18,0.1818,0.55,0.2239,1,0,0,1
1/12/2011 0:00,35,0.2,0.1818,0.51,0.3881,1,0,0,1
1/12/2011 1:00,55,0.2,0.1515,0.47,0.5821,1,0,0,1
1/12/2011 2:00,49,0.22,0.197,0.44,0.3582,1,0,0,1
1/12/2011 3:00,44,0.2,0.1818,0.47,0.3284,1,0,0,1
1/12/2011 4:00,49,0.2,0.1667,0.47,0.4179,1,0,0,1
1/12/2011 5:00,68,0.22,0.197,0.44,0.3284,1,0,0,1
1/12/2011 6:00,139,0.2,0.1818,0.47,0.3582,1,0,0,1
1/12/2011 7:00,137,0.2,0.1515,0.47,0.5224,1,0,0,1
1/12/2011 8:00,83,0.18,0.1515,0.47,0.4179,1,0,0,1
1/12/2011 9:00,56,0.16,0.1364,0.5,0.3284,1,0,0,1
1/12/2011 10:00,57,0.16,0.1364,0.55,0.3284,1,0,0,1
1/12/2011 11:00,33,0.16,0.1212,0.55,0.4478,1,0,0,1
1/12/2011 12:00,20,0.14,0.1061,0.59,0.4179,1,0,0,1
1/13/2011 13:00,7,0.14,0.1212,0.59,0.2836,1,0,0,1
1/13/2011 14:00,2,0.14,0.1212,0.5,0.2836,1,0,0,1
1/13/2011 15:00,2,0.14,0.1212,0.5,0.3582,1,0,0,1
1/13/2011 16:00,3,0.14,0.1212,0.5,0.3284,1,0,0,1
1/13/2011 17:00,4,0.14,0.1212,0.5,0.2537,1,0,0,1
1/13/2011 18:00,3,0.14,0.1212,0.5,0.2985,1,0,0,1
1/13/2011 19:00,28,0.12,0.1515,0.54,0.1343,1,0,0,1
1/13/2011 20:00,72,0.12,0.1515,0.54,0.1343,1,0,0,1
1/13/2011 21:00,202,0.14,0.1364,0.5,0.194,1,0,0,1
1/13/2011 22:00,139,0.14,0.1212,0.5,0.3284,1,0,0,1
1/13/2011 23:00,38,0.16,0.1364,0.5,0.3582,2,0,0,1
1/13/2011 0:00,37,0.2,0.1667,0.44,0.4478,2,0,0,1
1/13/2011 1:00,52,0.2,0.1667,0.44,0.4179,1,0,0,1
1/13/2011 2:00,83,0.22,0.197,0.41,0.4478,1,0,0,1
1/13/2011 3:00,42,0.22,0.197,0.41,0.3881,1,0,0,1
1/13/2011 4:00,60,0.24,0.2121,0.38,0.2985,1,0,0,1
1/13/2011 5:00,78,0.24,0.2121,0.38,0.3582,1,0,0,1
1/13/2011 6:00,162,0.2,0.1818,0.4,0.2836,1,0,0,1
1/13/2011 7:00,144,0.2,0.1818,0.4,0.3284,1,0,0,1
1/13/2011 8:00,99,0.16,0.1515,0.47,0.2537,1,0,0,1
1/13/2011 9:00,64,0.16,0.1515,0.47,0.2239,1,0,0,1
1/13/2011 10:00,40,0.14,0.1212,0.46,0.2985,1,0,0,1
1/13/2011 11:00,30,0.14,0.1212,0.46,0.3284,1,0,0,1
1/13/2011 12:00,15,0.12,0.1364,0.5,0.194,1,0,0,1
1/14/2011 13:00,14,0.12,0.1364,0.5,0.194,1,0,0,1
1/14/2011 14:00,5,0.1,0.1212,0.54,0.1642,1,0,0,1
1/14/2011 15:00,1,0.1,0.1212,0.54,0.1343,1,0,0,1
1/14/2011 16:00,1,0.1,0.1364,0.54,0.1045,1,0,0,1
1/14/2011 17:00,8,0.1,0.1364,0.54,0.0896,1,0,0,1
1/14/2011 18:00,17,0.1,0.1818,0.54,0,1,0,0,1
1/14/2011 19:00,70,0.1,0.1212,0.74,0.1642,1,0,0,1
1/14/2011 20:00,158,0.12,0.1667,0.68,0,1,0,0,1
1/14/2011 21:00,117,0.14,0.1515,0.69,0.1343,1,0,0,1
1/14/2011 22:00,44,0.18,0.1818,0.55,0.194,1,0,0,1
1/14/2011 23:00,53,0.18,0.1667,0.51,0.2836,1,0,0,1
1/14/2011 0:00,61,0.2,0.197,0.44,0.2537,1,0,0,1
1/14/2011 1:00,77,0.22,0.197,0.37,0.3881,1,0,0,1
1/14/2011 2:00,64,0.22,0.2121,0.41,0.2836,1,0,0,1
1/14/2011 3:00,68,0.24,0.2424,0.38,0.1642,1,0,0,1
1/14/2011 4:00,90,0.22,0.2424,0.41,0.1045,1,0,0,1
1/14/2011 5:00,159,0.22,0.2273,0.41,0.1642,1,0,0,1
1/14/2011 6:00,139,0.2,0.2576,0.47,0,1,0,0,1
1/14/2011 7:00,92,0.16,0.197,0.59,0.0896,1,0,0,1
1/14/2011 8:00,68,0.18,0.2424,0.59,0,1,0,0,1
1/14/2011 9:00,52,0.16,0.2273,0.69,0,1,0,0,1
1/14/2011 10:00,36,0.16,0.2273,0.69,0,2,0,0,1
1/14/2011 11:00,27,0.18,0.2424,0.55,0,2,0,0,1
1/15/2011 12:00,28,0.18,0.2424,0.55,0,1,0,1,1
1/15/2011 13:00,20,0.16,0.197,0.59,0.0896,2,0,1,1
1/15/2011 14:00,12,0.16,0.197,0.59,0.0896,2,0,1,1
1/15/2011 15:00,8,0.16,0.2273,0.59,0,2,0,1,1
1/15/2011 16:00,5,0.16,0.2273,0.59,0,2,0,1,1
1/15/2011 17:00,1,0.16,0.2273,0.59,0,1,0,1,1
1/15/2011 18:00,3,0.14,0.1667,0.63,0.1045,1,0,1,1
1/15/2011 19:00,10,0.14,0.2121,0.63,0,1,0,1,1
1/15/2011 20:00,23,0.14,0.1515,0.63,0.1343,1,0,1,1
1/15/2011 21:00,33,0.16,0.1818,0.64,0.1343,1,0,1,1
1/15/2011 22:00,59,0.18,0.197,0.59,0.1642,1,0,1,1
1/15/2011 23:00,72,0.2,0.197,0.55,0.2239,1,0,1,1
1/15/2011 0:00,89,0.24,0.2273,0.48,0.2239,1,0,1,1
1/15/2011 1:00,101,0.28,0.2576,0.38,0.2985,1,0,1,1
1/15/2011 2:00,118,0.3,0.2879,0.39,0.2836,1,0,1,1
1/15/2011 3:00,129,0.32,0.3182,0.36,0.194,2,0,1,1
1/15/2011 4:00,128,0.34,0.3333,0.34,0.194,2,0,1,1
1/15/2011 5:00,83,0.32,0.303,0.36,0.2836,2,0,1,1
1/15/2011 6:00,84,0.3,0.2879,0.45,0.2537,2,0,1,1
1/15/2011 7:00,74,0.32,0.303,0.39,0.2537,2,0,1,1
1/15/2011 8:00,41,0.32,0.303,0.39,0.2537,2,0,1,1
1/15/2011 9:00,57,0.32,0.303,0.39,0.2239,2,0,1,1
1/15/2011 10:00,26,0.3,0.3182,0.42,0.1045,2,0,1,1
1/15/2011 11:00,44,0.3,0.2879,0.45,0.2836,1,0,1,1
1/16/2011 12:00,39,0.26,0.303,0.56,0,1,0,1,1
1/16/2011 13:00,23,0.26,0.2727,0.56,0.1343,1,0,1,1
1/16/2011 14:00,16,0.26,0.2879,0.56,0.0896,1,0,1,1
1/16/2011 15:00,15,0.22,0.2727,0.69,0,1,0,1,1
1/16/2011 16:00,1,0.26,0.2576,0.56,0.1642,1,0,1,1
1/16/2011 17:00,2,0.26,0.2576,0.56,0.1642,2,0,1,1
1/16/2011 18:00,1,0.26,0.2576,0.56,0.1642,2,0,1,1
1/16/2011 19:00,3,0.24,0.2121,0.56,0.2985,2,0,1,1
1/16/2011 20:00,18,0.22,0.2121,0.55,0.2836,1,0,1,1
1/16/2011 21:00,32,0.22,0.2121,0.51,0.2537,1,0,1,1
1/16/2011 22:00,79,0.22,0.2121,0.51,0.2836,1,0,1,1
1/16/2011 23:00,93,0.24,0.2273,0.44,0.2537,1,0,1,1
1/16/2011 0:00,104,0.24,0.2121,0.41,0.2836,1,0,1,1
1/16/2011 1:00,118,0.26,0.2273,0.35,0.2985,1,0,1,1
